Module,Course,Language,Platform,Level,Duration,Ratings,Reviews_Count,Title,Description,Published_At,Views,Organization,URLs,Images
Computer Sciences,Operating Systems,English,Coursera,Advanced,56,3.5,591,Learn Operating Systems with Khan Academy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2020-10-18,636397,NextGen Learning,https://www.khanacademy.com/course/690,https://imagehost.com/455.jpg
Computer Sciences,Operating Systems,English,Udacity,Beginner,71,1.5,2787,Learn Operating Systems with Udemy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2021-08-20,95325,Pro Tutors,https://www.udemy.com/course/759,https://imagehost.com/15.jpg
Computer Sciences,Operating Systems,English,Udemy,Intermediate,98,3.7,2696,Learn Operating Systems with Coursera,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2023-11-25,922011,NextGen Learning,https://www.udacity.com/course/484,https://imagehost.com/243.jpg
Computer Sciences,Operating Systems,English,Coursera,Advanced,38,2.0,9509,Learn Operating Systems with Udacity,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2020-06-06,183846,Global Educators,https://www.udemy.com/course/647,https://imagehost.com/729.jpg
Computer Sciences,Operating Systems,English,Khan Academy,Intermediate,5,3.3,402,Learn Operating Systems with Coursera,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2022-11-01,390930,Pro Tutors,https://www.udemy.com/course/64,https://imagehost.com/166.jpg
Computer Sciences,Operating Systems,English,Udacity,Advanced,6,1.1,4518,Learn Operating Systems with Udacity,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2023-09-01,264600,Skill Builders,https://www.coursera.com/course/919,https://imagehost.com/544.jpg
Computer Sciences,Operating Systems,English,Coursera,Beginner,85,3.9,1874,Learn Operating Systems with Udemy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2021-06-12,620594,Global Educators,https://www.coursera.com/course/359,https://imagehost.com/358.jpg
Computer Sciences,Operating Systems,English,Khan Academy,Beginner,62,1.5,5280,Learn Operating Systems with Khan Academy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2021-01-23,353532,Global Educators,https://www.khanacademy.com/course/200,https://imagehost.com/204.jpg
Computer Sciences,Operating Systems,English,Udacity,Advanced,23,1.3,5746,Learn Operating Systems with Udemy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2021-10-14,396666,Skill Builders,https://www.khanacademy.com/course/722,https://imagehost.com/89.jpg
Computer Sciences,Operating Systems,English,Khan Academy,Beginner,65,2.9,1724,Learn Operating Systems with Khan Academy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2022-10-29,703715,Skill Builders,https://www.khanacademy.com/course/829,https://imagehost.com/174.jpg
Computer Sciences,Operating Systems,English,Udacity,Beginner,46,4.1,4137,Learn Operating Systems with Udemy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2020-07-10,758594,Skill Builders,https://www.udemy.com/course/282,https://imagehost.com/571.jpg
Computer Sciences,Operating Systems,English,Udemy,Intermediate,83,3.8,7835,Learn Operating Systems with Khan Academy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2022-01-11,295297,Skill Builders,https://www.udacity.com/course/807,https://imagehost.com/1.jpg
Computer Sciences,Operating Systems,English,Udacity,Advanced,6,3.6,1871,Learn Operating Systems with Khan Academy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2020-02-12,442132,Skill Builders,https://www.udemy.com/course/873,https://imagehost.com/161.jpg
Computer Sciences,Operating Systems,English,Udemy,Intermediate,65,1.7,8855,Learn Operating Systems with Udacity,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2021-10-30,682081,Skill Builders,https://www.coursera.com/course/406,https://imagehost.com/265.jpg
Computer Sciences,Operating Systems,English,Khan Academy,Intermediate,59,3.5,7880,Learn Operating Systems with Coursera,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2023-09-23,966056,Global Educators,https://www.udemy.com/course/101,https://imagehost.com/696.jpg
Computer Sciences,Operating Systems,English,Udacity,Intermediate,21,2.7,7494,Learn Operating Systems with Khan Academy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2023-10-28,546738,Global Educators,https://www.coursera.com/course/396,https://imagehost.com/844.jpg
Computer Sciences,Operating Systems,English,Coursera,Beginner,14,3.1,1859,Learn Operating Systems with Udemy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2020-03-10,526914,Global Educators,https://www.khanacademy.com/course/195,https://imagehost.com/374.jpg
Computer Sciences,Operating Systems,English,Udemy,Beginner,2,4.7,301,Learn Operating Systems with Udacity,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2020-05-27,554890,Skill Builders,https://www.coursera.com/course/22,https://imagehost.com/823.jpg
Computer Sciences,Operating Systems,English,Udacity,Advanced,33,3.5,8868,Learn Operating Systems with Udemy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2020-10-17,334494,Global Educators,https://www.khanacademy.com/course/325,https://imagehost.com/909.jpg
Computer Sciences,Operating Systems,English,Udemy,Advanced,99,3.4,8965,Learn Operating Systems with Udacity,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2020-02-18,295980,NextGen Learning,https://www.udacity.com/course/107,https://imagehost.com/418.jpg
Computer Sciences,Operating Systems,English,Coursera,Beginner,24,1.4,9717,Learn Operating Systems with Udemy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2023-04-24,259458,Pro Tutors,https://www.udacity.com/course/607,https://imagehost.com/885.jpg
Computer Sciences,Operating Systems,English,Coursera,Beginner,7,3.5,5388,Learn Operating Systems with Udacity,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2020-05-31,120689,Skill Builders,https://www.udemy.com/course/245,https://imagehost.com/839.jpg
Computer Sciences,Operating Systems,English,Coursera,Beginner,17,2.6,8606,Learn Operating Systems with Udemy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2020-03-22,69427,Skill Builders,https://www.udacity.com/course/616,https://imagehost.com/169.jpg
Computer Sciences,Operating Systems,English,Udemy,Advanced,85,1.6,982,Learn Operating Systems with Udemy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2022-03-23,319421,NextGen Learning,https://www.udemy.com/course/461,https://imagehost.com/24.jpg
Computer Sciences,Operating Systems,English,Khan Academy,Advanced,24,3.5,2776,Learn Operating Systems with Udemy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2022-09-09,590596,Global Educators,https://www.udemy.com/course/40,https://imagehost.com/726.jpg
Computer Sciences,Operating Systems,English,Coursera,Beginner,46,4.2,2020,Learn Operating Systems with Khan Academy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2023-11-19,541222,Global Educators,https://www.coursera.com/course/249,https://imagehost.com/458.jpg
Computer Sciences,Operating Systems,English,Coursera,Beginner,1,1.9,5656,Learn Operating Systems with Coursera,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2023-07-18,637078,Pro Tutors,https://www.udacity.com/course/460,https://imagehost.com/632.jpg
Computer Sciences,Operating Systems,English,Udemy,Intermediate,66,4.2,3717,Learn Operating Systems with Coursera,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2023-02-26,872380,Skill Builders,https://www.khanacademy.com/course/406,https://imagehost.com/540.jpg
Computer Sciences,Operating Systems,English,Khan Academy,Advanced,74,2.4,9863,Learn Operating Systems with Khan Academy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2020-01-16,263766,NextGen Learning,https://www.udacity.com/course/341,https://imagehost.com/834.jpg
Computer Sciences,Operating Systems,English,Khan Academy,Advanced,82,4.2,2323,Learn Operating Systems with Coursera,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2023-10-16,907583,Pro Tutors,https://www.udacity.com/course/417,https://imagehost.com/678.jpg
Computer Sciences,Operating Systems,English,Coursera,Intermediate,1,4.2,3010,Learn Operating Systems with Udacity,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2022-04-22,860368,NextGen Learning,https://www.udemy.com/course/734,https://imagehost.com/341.jpg
Computer Sciences,Operating Systems,English,Khan Academy,Intermediate,50,4.1,765,Learn Operating Systems with Coursera,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2023-03-27,39919,Global Educators,https://www.udemy.com/course/122,https://imagehost.com/243.jpg
Computer Sciences,Operating Systems,English,Udacity,Beginner,65,5.0,222,Learn Operating Systems with Udacity,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2021-09-29,6821,NextGen Learning,https://www.udacity.com/course/295,https://imagehost.com/286.jpg
Computer Sciences,Operating Systems,English,Coursera,Beginner,17,4.0,1057,Learn Operating Systems with Udacity,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2023-08-23,74409,Skill Builders,https://www.coursera.com/course/406,https://imagehost.com/107.jpg
Computer Sciences,Operating Systems,English,Khan Academy,Beginner,56,2.7,400,Learn Operating Systems with Udacity,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2020-05-09,950387,Global Educators,https://www.coursera.com/course/404,https://imagehost.com/795.jpg
Computer Sciences,Operating Systems,English,Coursera,Advanced,28,1.2,4550,Learn Operating Systems with Coursera,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2023-06-27,543545,NextGen Learning,https://www.coursera.com/course/830,https://imagehost.com/626.jpg
Computer Sciences,Operating Systems,English,Udacity,Beginner,42,2.0,4260,Learn Operating Systems with Udacity,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2020-09-29,111319,NextGen Learning,https://www.khanacademy.com/course/486,https://imagehost.com/612.jpg
Computer Sciences,Operating Systems,English,Khan Academy,Intermediate,87,2.9,2678,Learn Operating Systems with Udacity,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2021-11-02,177476,NextGen Learning,https://www.coursera.com/course/175,https://imagehost.com/605.jpg
Computer Sciences,Operating Systems,English,Khan Academy,Beginner,72,1.6,2819,Learn Operating Systems with Udemy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2020-07-08,592601,Skill Builders,https://www.khanacademy.com/course/567,https://imagehost.com/227.jpg
Computer Sciences,Operating Systems,English,Udemy,Advanced,21,2.2,4424,Learn Operating Systems with Udacity,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2022-02-21,121469,NextGen Learning,https://www.udemy.com/course/69,https://imagehost.com/485.jpg
Computer Sciences,Operating Systems,English,Khan Academy,Intermediate,81,2.9,9744,Learn Operating Systems with Khan Academy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2022-12-16,150967,Pro Tutors,https://www.khanacademy.com/course/955,https://imagehost.com/319.jpg
Computer Sciences,Operating Systems,English,Udemy,Intermediate,99,1.5,1892,Learn Operating Systems with Khan Academy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2021-10-04,581882,NextGen Learning,https://www.khanacademy.com/course/564,https://imagehost.com/356.jpg
Computer Sciences,Operating Systems,English,Khan Academy,Beginner,100,3.0,2650,Learn Operating Systems with Udacity,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2020-02-07,40893,Pro Tutors,https://www.coursera.com/course/94,https://imagehost.com/210.jpg
Computer Sciences,Operating Systems,English,Udacity,Intermediate,41,4.5,5058,Learn Operating Systems with Khan Academy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2022-02-18,632448,Skill Builders,https://www.udacity.com/course/718,https://imagehost.com/388.jpg
Computer Sciences,Operating Systems,English,Coursera,Intermediate,78,2.2,3547,Learn Operating Systems with Udacity,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2023-07-15,138266,Skill Builders,https://www.coursera.com/course/741,https://imagehost.com/34.jpg
Computer Sciences,Operating Systems,English,Udacity,Advanced,83,2.0,6669,Learn Operating Systems with Coursera,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2021-03-01,904787,NextGen Learning,https://www.udemy.com/course/541,https://imagehost.com/328.jpg
Computer Sciences,Operating Systems,English,Coursera,Beginner,24,2.4,3969,Learn Operating Systems with Coursera,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2023-09-16,866530,Skill Builders,https://www.udacity.com/course/291,https://imagehost.com/886.jpg
Computer Sciences,Operating Systems,English,Udacity,Advanced,64,3.4,1952,Learn Operating Systems with Khan Academy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2021-04-09,222371,Global Educators,https://www.khanacademy.com/course/400,https://imagehost.com/642.jpg
Computer Sciences,Operating Systems,English,Khan Academy,Intermediate,26,4.6,3320,Learn Operating Systems with Udacity,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2021-01-29,65276,Skill Builders,https://www.coursera.com/course/36,https://imagehost.com/987.jpg
Computer Sciences,Operating Systems,English,Khan Academy,Advanced,20,3.0,595,Learn Operating Systems with Coursera,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2020-12-07,976373,Skill Builders,https://www.udemy.com/course/265,https://imagehost.com/450.jpg
Computer Sciences,Operating Systems,English,Coursera,Beginner,6,4.5,6168,Learn Operating Systems with Udacity,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2020-01-04,907142,Global Educators,https://www.coursera.com/course/289,https://imagehost.com/876.jpg
Computer Sciences,Operating Systems,English,Khan Academy,Beginner,52,4.7,4575,Learn Operating Systems with Khan Academy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2022-09-11,279596,Pro Tutors,https://www.khanacademy.com/course/265,https://imagehost.com/911.jpg
Computer Sciences,Operating Systems,English,Khan Academy,Intermediate,51,3.6,6590,Learn Operating Systems with Coursera,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2021-01-12,750898,Skill Builders,https://www.coursera.com/course/533,https://imagehost.com/798.jpg
Computer Sciences,Operating Systems,English,Udemy,Beginner,47,4.3,7186,Learn Operating Systems with Udemy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2023-01-05,323181,Pro Tutors,https://www.coursera.com/course/810,https://imagehost.com/866.jpg
Computer Sciences,Operating Systems,English,Udemy,Beginner,58,1.3,1427,Learn Operating Systems with Udacity,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2023-07-10,937089,Pro Tutors,https://www.coursera.com/course/255,https://imagehost.com/58.jpg
Computer Sciences,Operating Systems,English,Udacity,Beginner,16,3.0,1803,Learn Operating Systems with Khan Academy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2021-07-14,953985,Skill Builders,https://www.udacity.com/course/565,https://imagehost.com/323.jpg
Computer Sciences,Operating Systems,English,Udacity,Beginner,68,1.0,859,Learn Operating Systems with Khan Academy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2022-04-23,576842,Skill Builders,https://www.khanacademy.com/course/308,https://imagehost.com/80.jpg
Computer Sciences,Operating Systems,English,Udacity,Beginner,80,3.5,5213,Learn Operating Systems with Udacity,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2021-03-11,441881,Pro Tutors,https://www.udemy.com/course/814,https://imagehost.com/975.jpg
Computer Sciences,Operating Systems,English,Coursera,Advanced,21,3.7,7299,Learn Operating Systems with Coursera,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2021-02-20,640455,Pro Tutors,https://www.udemy.com/course/258,https://imagehost.com/486.jpg
Computer Sciences,Operating Systems,English,Coursera,Intermediate,92,2.9,3818,Learn Operating Systems with Udacity,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2023-07-16,192465,Skill Builders,https://www.khanacademy.com/course/973,https://imagehost.com/497.jpg
Computer Sciences,Operating Systems,English,Coursera,Intermediate,56,4.4,7334,Learn Operating Systems with Udemy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2022-01-13,149725,Pro Tutors,https://www.khanacademy.com/course/819,https://imagehost.com/838.jpg
Computer Sciences,Operating Systems,English,Udacity,Intermediate,53,4.5,3883,Learn Operating Systems with Udemy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2021-06-23,589010,Skill Builders,https://www.khanacademy.com/course/786,https://imagehost.com/812.jpg
Computer Sciences,Operating Systems,English,Udacity,Intermediate,34,3.6,3560,Learn Operating Systems with Udacity,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2020-10-31,837335,Pro Tutors,https://www.udemy.com/course/47,https://imagehost.com/998.jpg
Computer Sciences,Operating Systems,English,Udemy,Intermediate,58,1.2,7456,Learn Operating Systems with Coursera,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2023-03-04,877795,NextGen Learning,https://www.coursera.com/course/397,https://imagehost.com/850.jpg
Computer Sciences,Operating Systems,English,Udemy,Advanced,70,2.3,6993,Learn Operating Systems with Khan Academy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2022-09-24,515266,Pro Tutors,https://www.udemy.com/course/212,https://imagehost.com/542.jpg
Computer Sciences,Operating Systems,English,Udacity,Beginner,95,3.9,5934,Learn Operating Systems with Udemy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2021-04-24,675636,Global Educators,https://www.khanacademy.com/course/522,https://imagehost.com/598.jpg
Computer Sciences,Operating Systems,English,Coursera,Beginner,38,2.3,8067,Learn Operating Systems with Udemy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2020-10-30,239661,Global Educators,https://www.udemy.com/course/845,https://imagehost.com/53.jpg
Computer Sciences,Operating Systems,English,Udemy,Beginner,14,3.5,6613,Learn Operating Systems with Khan Academy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2021-11-21,919562,Skill Builders,https://www.coursera.com/course/23,https://imagehost.com/391.jpg
Computer Sciences,Operating Systems,English,Udemy,Advanced,87,1.4,5297,Learn Operating Systems with Udemy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2021-02-16,238684,NextGen Learning,https://www.udacity.com/course/551,https://imagehost.com/362.jpg
Computer Sciences,Operating Systems,English,Udemy,Intermediate,46,1.2,6011,Learn Operating Systems with Udacity,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2020-12-27,230384,Global Educators,https://www.udemy.com/course/46,https://imagehost.com/660.jpg
Computer Sciences,Operating Systems,English,Khan Academy,Intermediate,9,4.0,702,Learn Operating Systems with Khan Academy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2022-01-19,62225,Pro Tutors,https://www.khanacademy.com/course/799,https://imagehost.com/448.jpg
Computer Sciences,Operating Systems,English,Coursera,Beginner,10,3.3,8203,Learn Operating Systems with Udacity,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2021-03-24,309819,NextGen Learning,https://www.khanacademy.com/course/959,https://imagehost.com/203.jpg
Computer Sciences,Operating Systems,English,Udacity,Intermediate,49,4.2,196,Learn Operating Systems with Coursera,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2020-06-28,975314,Skill Builders,https://www.khanacademy.com/course/858,https://imagehost.com/289.jpg
Computer Sciences,Operating Systems,English,Coursera,Beginner,32,4.6,2962,Learn Operating Systems with Coursera,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2022-02-09,171355,NextGen Learning,https://www.udacity.com/course/379,https://imagehost.com/521.jpg
Computer Sciences,Operating Systems,English,Khan Academy,Intermediate,16,1.4,4689,Learn Operating Systems with Coursera,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2021-12-21,411385,Skill Builders,https://www.khanacademy.com/course/33,https://imagehost.com/555.jpg
Computer Sciences,Operating Systems,English,Udemy,Advanced,25,1.3,8646,Learn Operating Systems with Udemy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2021-02-08,806476,Skill Builders,https://www.khanacademy.com/course/864,https://imagehost.com/511.jpg
Computer Sciences,Operating Systems,English,Khan Academy,Advanced,88,2.9,29,Learn Operating Systems with Coursera,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2021-06-21,925903,Global Educators,https://www.khanacademy.com/course/470,https://imagehost.com/998.jpg
Computer Sciences,Operating Systems,English,Khan Academy,Intermediate,38,4.8,9903,Learn Operating Systems with Udemy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2021-09-26,160415,Skill Builders,https://www.coursera.com/course/195,https://imagehost.com/181.jpg
Computer Sciences,Operating Systems,English,Coursera,Beginner,85,3.1,964,Learn Operating Systems with Coursera,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2022-12-13,755515,Pro Tutors,https://www.khanacademy.com/course/689,https://imagehost.com/26.jpg
Computer Sciences,Operating Systems,English,Khan Academy,Beginner,44,4.2,9170,Learn Operating Systems with Udemy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2022-03-02,33548,NextGen Learning,https://www.khanacademy.com/course/729,https://imagehost.com/823.jpg
Computer Sciences,Operating Systems,English,Coursera,Intermediate,44,2.1,1018,Learn Operating Systems with Khan Academy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2021-04-29,712288,NextGen Learning,https://www.udacity.com/course/171,https://imagehost.com/416.jpg
Computer Sciences,Operating Systems,English,Udemy,Beginner,97,1.7,8328,Learn Operating Systems with Khan Academy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2023-03-12,413828,Global Educators,https://www.coursera.com/course/108,https://imagehost.com/720.jpg
Computer Sciences,Operating Systems,English,Coursera,Intermediate,14,3.2,1998,Learn Operating Systems with Khan Academy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2020-10-05,477381,Global Educators,https://www.khanacademy.com/course/1,https://imagehost.com/59.jpg
Computer Sciences,Operating Systems,English,Khan Academy,Beginner,64,4.4,1899,Learn Operating Systems with Udacity,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2022-01-17,699276,Skill Builders,https://www.khanacademy.com/course/94,https://imagehost.com/938.jpg
Computer Sciences,Operating Systems,English,Udemy,Advanced,31,1.7,9204,Learn Operating Systems with Khan Academy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2023-11-03,175197,Skill Builders,https://www.udemy.com/course/633,https://imagehost.com/559.jpg
Computer Sciences,Operating Systems,English,Coursera,Advanced,70,1.9,4313,Learn Operating Systems with Khan Academy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2022-09-18,211875,Skill Builders,https://www.coursera.com/course/760,https://imagehost.com/742.jpg
Computer Sciences,Operating Systems,English,Udacity,Beginner,10,2.4,3343,Learn Operating Systems with Udacity,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2020-07-15,16275,NextGen Learning,https://www.udacity.com/course/214,https://imagehost.com/494.jpg
Computer Sciences,Operating Systems,English,Udemy,Intermediate,16,3.1,4849,Learn Operating Systems with Khan Academy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2023-09-14,535080,Global Educators,https://www.coursera.com/course/678,https://imagehost.com/627.jpg
Computer Sciences,Operating Systems,English,Khan Academy,Beginner,52,3.7,2982,Learn Operating Systems with Coursera,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2023-12-09,13562,NextGen Learning,https://www.udacity.com/course/230,https://imagehost.com/548.jpg
Computer Sciences,Operating Systems,English,Udemy,Advanced,29,1.3,1460,Learn Operating Systems with Khan Academy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2020-02-23,247126,Pro Tutors,https://www.khanacademy.com/course/937,https://imagehost.com/689.jpg
Computer Sciences,Operating Systems,English,Coursera,Advanced,15,2.6,3009,Learn Operating Systems with Khan Academy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2020-01-02,766492,Pro Tutors,https://www.coursera.com/course/189,https://imagehost.com/436.jpg
Computer Sciences,Operating Systems,English,Udemy,Intermediate,65,3.3,8464,Learn Operating Systems with Udacity,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2021-07-02,491265,Pro Tutors,https://www.coursera.com/course/230,https://imagehost.com/579.jpg
Computer Sciences,Operating Systems,English,Coursera,Beginner,82,4.0,2033,Learn Operating Systems with Khan Academy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2023-08-31,604000,Pro Tutors,https://www.udacity.com/course/890,https://imagehost.com/376.jpg
Computer Sciences,Operating Systems,English,Khan Academy,Beginner,48,3.0,6423,Learn Operating Systems with Udacity,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2021-04-30,911923,NextGen Learning,https://www.coursera.com/course/867,https://imagehost.com/110.jpg
Computer Sciences,Operating Systems,English,Udemy,Beginner,94,3.1,1741,Learn Operating Systems with Udacity,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2021-05-16,425991,Skill Builders,https://www.khanacademy.com/course/749,https://imagehost.com/845.jpg
Computer Sciences,Operating Systems,English,Coursera,Advanced,51,3.5,674,Learn Operating Systems with Udemy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2022-10-25,919601,NextGen Learning,https://www.coursera.com/course/804,https://imagehost.com/631.jpg
Computer Sciences,Operating Systems,English,Udacity,Beginner,100,1.6,8708,Learn Operating Systems with Udacity,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2023-12-28,649527,Pro Tutors,https://www.udacity.com/course/234,https://imagehost.com/659.jpg
Computer Sciences,Operating Systems,English,Khan Academy,Advanced,15,4.8,4362,Learn Operating Systems with Coursera,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2023-05-09,266750,Pro Tutors,https://www.udacity.com/course/40,https://imagehost.com/475.jpg
Computer Sciences,Operating Systems,English,Udacity,Intermediate,99,4.8,9424,Learn Operating Systems with Udacity,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2021-06-18,18800,NextGen Learning,https://www.udemy.com/course/136,https://imagehost.com/847.jpg
Computer Sciences,Operating Systems,English,Coursera,Beginner,7,1.2,7693,Learn Operating Systems with Coursera,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2020-02-01,319880,Pro Tutors,https://www.coursera.com/course/80,https://imagehost.com/823.jpg
Computer Sciences,Operating Systems,English,Udacity,Advanced,16,1.2,4758,Learn Operating Systems with Khan Academy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2020-05-28,768710,Skill Builders,https://www.udemy.com/course/787,https://imagehost.com/660.jpg
Computer Sciences,Operating Systems,English,Udacity,Beginner,85,4.9,7798,Learn Operating Systems with Udacity,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2020-08-03,638419,Pro Tutors,https://www.udacity.com/course/939,https://imagehost.com/151.jpg
Computer Sciences,Operating Systems,English,Coursera,Advanced,71,3.7,9586,Learn Operating Systems with Khan Academy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2021-02-20,2596,Global Educators,https://www.udemy.com/course/375,https://imagehost.com/971.jpg
Computer Sciences,Operating Systems,English,Udemy,Advanced,50,1.4,6426,Learn Operating Systems with Khan Academy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2020-04-15,740263,NextGen Learning,https://www.udemy.com/course/585,https://imagehost.com/38.jpg
Computer Sciences,Operating Systems,English,Coursera,Intermediate,63,4.6,5458,Learn Operating Systems with Coursera,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2022-04-23,959727,NextGen Learning,https://www.udacity.com/course/780,https://imagehost.com/752.jpg
Computer Sciences,Operating Systems,English,Khan Academy,Beginner,12,4.8,5630,Learn Operating Systems with Udemy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2020-12-29,893204,Skill Builders,https://www.udemy.com/course/351,https://imagehost.com/851.jpg
Computer Sciences,Operating Systems,English,Udacity,Intermediate,25,3.9,8231,Learn Operating Systems with Udemy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2021-01-05,358131,NextGen Learning,https://www.udacity.com/course/612,https://imagehost.com/694.jpg
Computer Sciences,Operating Systems,English,Udemy,Intermediate,14,2.0,3492,Learn Operating Systems with Coursera,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2022-11-02,427378,NextGen Learning,https://www.coursera.com/course/635,https://imagehost.com/664.jpg
