Module,Course,Language,Platform,Level,Duration,Ratings,Reviews_Count,Title,Description,Published_At,Views,Organization,URLs,Images
Computer Sciences,Operating Systems,English,Udacity,Advanced,86,1.2,2703,Learn Operating Systems with Coursera,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,4/12/2023,4304,Skill Builders,https://www.khanacademy.com/course/547,https://n5su3bze2ea.b-cdn.net/brands/8s639cxjitj.png?width=640
Computer Sciences,Operating Systems,English,Khan Academy,Intermediate,90,2.1,1954,Learn Operating Systems with Coursera,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,11/18/2023,772148,Skill Builders,https://www.udacity.com/course/334,https://images.seeklogo.com/logo-png/39/1/khan-academy-logo-png_seeklogo-394590.png
Computer Sciences,Operating Systems,English,Khan Academy,Advanced,41,1.6,1725,Learn Operating Systems with Coursera,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,1/25/2020,637502,Global Educators,https://www.udacity.com/course/537,https://images.seeklogo.com/logo-png/39/1/khan-academy-logo-png_seeklogo-394590.png
Computer Sciences,Operating Systems,English,Udacity,Beginner,32,3.9,3770,Learn Operating Systems with Khan Academy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,1/27/2021,538721,Skill Builders,https://www.khanacademy.com/course/581,https://n5su3bze2ea.b-cdn.net/brands/8s639cxjitj.png?width=640
Computer Sciences,Operating Systems,English,Coursera,Advanced,30,2.9,9489,Learn Operating Systems with Udacity,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2/18/2022,638442,Global Educators,https://www.coursera.com/course/266,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera.s3.amazonaws.com/media/coursera-rebrand-logo-square.png
Computer Sciences,Operating Systems,English,Khan Academy,Advanced,50,1.8,220,Learn Operating Systems with Coursera,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,5/25/2023,597693,Pro Tutors,https://www.udemy.com/course/117,https://images.seeklogo.com/logo-png/39/1/khan-academy-logo-png_seeklogo-394590.png
Computer Sciences,Operating Systems,English,Khan Academy,Beginner,3,2.7,4882,Learn Operating Systems with Coursera,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,7/24/2020,693624,Pro Tutors,https://www.udacity.com/course/167,https://images.seeklogo.com/logo-png/39/1/khan-academy-logo-png_seeklogo-394590.png
Computer Sciences,Operating Systems,English,Udemy,Intermediate,40,4.9,9291,Learn Operating Systems with Khan Academy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2/26/2021,712304,Pro Tutors,https://www.khanacademy.com/course/898,https://freelogopng.com/images/all_img/1683006968udemy-icon-png.png
Computer Sciences,Operating Systems,English,Udacity,Advanced,72,3.7,5732,Learn Operating Systems with Udacity,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,3/23/2021,592157,NextGen Learning,https://www.udacity.com/course/160,https://n5su3bze2ea.b-cdn.net/brands/8s639cxjitj.png?width=640
Computer Sciences,Operating Systems,English,Khan Academy,Beginner,79,2.8,1151,Learn Operating Systems with Coursera,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,3/19/2023,682780,NextGen Learning,https://www.udacity.com/course/676,https://images.seeklogo.com/logo-png/39/1/khan-academy-logo-png_seeklogo-394590.png
Computer Sciences,Operating Systems,English,Khan Academy,Beginner,20,1.1,6812,Learn Operating Systems with Khan Academy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,6/9/2023,650211,Global Educators,https://www.coursera.com/course/642,https://images.seeklogo.com/logo-png/39/1/khan-academy-logo-png_seeklogo-394590.png
Computer Sciences,Operating Systems,English,Coursera,Advanced,43,3.1,4005,Learn Operating Systems with Khan Academy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,3/18/2022,753814,NextGen Learning,https://www.coursera.com/course/68,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera.s3.amazonaws.com/media/coursera-rebrand-logo-square.png
Computer Sciences,Operating Systems,English,Coursera,Intermediate,73,1.6,4866,Learn Operating Systems with Khan Academy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,6/25/2023,682979,Skill Builders,https://www.udemy.com/course/337,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera.s3.amazonaws.com/media/coursera-rebrand-logo-square.png
Computer Sciences,Operating Systems,English,Khan Academy,Beginner,77,2.9,6145,Learn Operating Systems with Coursera,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,1/18/2022,45245,Pro Tutors,https://www.khanacademy.com/course/544,https://images.seeklogo.com/logo-png/39/1/khan-academy-logo-png_seeklogo-394590.png
Computer Sciences,Operating Systems,English,Udacity,Intermediate,60,3.3,6960,Learn Operating Systems with Udemy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,9/27/2021,940588,Skill Builders,https://www.coursera.com/course/225,https://n5su3bze2ea.b-cdn.net/brands/8s639cxjitj.png?width=640
Computer Sciences,Operating Systems,English,Coursera,Beginner,43,1.6,5248,Learn Operating Systems with Khan Academy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,5/10/2021,138114,Pro Tutors,https://www.khanacademy.com/course/994,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera.s3.amazonaws.com/media/coursera-rebrand-logo-square.png
Computer Sciences,Operating Systems,English,Khan Academy,Intermediate,8,3.4,7824,Learn Operating Systems with Khan Academy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,8/23/2021,71995,Pro Tutors,https://www.udacity.com/course/822,https://images.seeklogo.com/logo-png/39/1/khan-academy-logo-png_seeklogo-394590.png
Computer Sciences,Operating Systems,English,Udemy,Intermediate,97,3.6,4669,Learn Operating Systems with Coursera,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,7/25/2020,985442,NextGen Learning,https://www.udemy.com/course/812,https://freelogopng.com/images/all_img/1683006968udemy-icon-png.png
Computer Sciences,Operating Systems,English,Khan Academy,Intermediate,9,4.6,9815,Learn Operating Systems with Khan Academy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,3/17/2023,200296,NextGen Learning,https://www.coursera.com/course/726,https://images.seeklogo.com/logo-png/39/1/khan-academy-logo-png_seeklogo-394590.png
Computer Sciences,Operating Systems,English,Khan Academy,Beginner,86,1.3,6810,Learn Operating Systems with Khan Academy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,12/26/2021,544222,Global Educators,https://www.udacity.com/course/83,https://images.seeklogo.com/logo-png/39/1/khan-academy-logo-png_seeklogo-394590.png
Computer Sciences,Operating Systems,English,Udacity,Intermediate,63,1.7,4812,Learn Operating Systems with Coursera,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,5/25/2022,822497,NextGen Learning,https://www.udemy.com/course/780,https://n5su3bze2ea.b-cdn.net/brands/8s639cxjitj.png?width=640
Computer Sciences,Operating Systems,English,Udemy,Intermediate,60,3.6,9669,Learn Operating Systems with Khan Academy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,8/6/2022,676743,Skill Builders,https://www.coursera.com/course/501,https://freelogopng.com/images/all_img/1683006968udemy-icon-png.png
Computer Sciences,Operating Systems,English,Udacity,Beginner,25,5,2652,Learn Operating Systems with Khan Academy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,11/25/2021,398704,Skill Builders,https://www.coursera.com/course/107,https://n5su3bze2ea.b-cdn.net/brands/8s639cxjitj.png?width=640
Computer Sciences,Operating Systems,English,Udacity,Advanced,13,4.2,7917,Learn Operating Systems with Coursera,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,9/5/2023,837920,NextGen Learning,https://www.udemy.com/course/717,https://n5su3bze2ea.b-cdn.net/brands/8s639cxjitj.png?width=640
Computer Sciences,Operating Systems,English,Khan Academy,Advanced,14,4.2,2923,Learn Operating Systems with Udemy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,11/24/2023,567476,Global Educators,https://www.coursera.com/course/327,https://images.seeklogo.com/logo-png/39/1/khan-academy-logo-png_seeklogo-394590.png
Computer Sciences,Operating Systems,English,Udemy,Intermediate,49,4.2,3295,Learn Operating Systems with Udacity,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,12/2/2022,467898,Pro Tutors,https://www.udacity.com/course/196,https://freelogopng.com/images/all_img/1683006968udemy-icon-png.png
Computer Sciences,Operating Systems,English,Udemy,Intermediate,78,1.1,4914,Learn Operating Systems with Khan Academy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,10/3/2023,137451,Global Educators,https://www.coursera.com/course/74,https://freelogopng.com/images/all_img/1683006968udemy-icon-png.png
Computer Sciences,Operating Systems,English,Coursera,Intermediate,3,4.4,6058,Learn Operating Systems with Udemy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,9/1/2020,962329,NextGen Learning,https://www.khanacademy.com/course/265,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera.s3.amazonaws.com/media/coursera-rebrand-logo-square.png
Computer Sciences,Operating Systems,English,Udemy,Intermediate,89,2.9,3011,Learn Operating Systems with Khan Academy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,3/11/2023,234457,Global Educators,https://www.udacity.com/course/916,https://freelogopng.com/images/all_img/1683006968udemy-icon-png.png
Computer Sciences,Operating Systems,English,Khan Academy,Intermediate,11,2.2,4538,Learn Operating Systems with Udemy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,10/4/2020,431963,NextGen Learning,https://www.udacity.com/course/451,https://images.seeklogo.com/logo-png/39/1/khan-academy-logo-png_seeklogo-394590.png
Computer Sciences,Operating Systems,English,Khan Academy,Intermediate,66,1.2,4234,Learn Operating Systems with Udacity,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,10/27/2021,667069,Global Educators,https://www.coursera.com/course/344,https://images.seeklogo.com/logo-png/39/1/khan-academy-logo-png_seeklogo-394590.png
Computer Sciences,Operating Systems,English,Khan Academy,Intermediate,9,4.1,359,Learn Operating Systems with Coursera,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,3/20/2022,752870,Pro Tutors,https://www.udacity.com/course/84,https://images.seeklogo.com/logo-png/39/1/khan-academy-logo-png_seeklogo-394590.png
Computer Sciences,Operating Systems,English,Udacity,Beginner,17,3.2,9104,Learn Operating Systems with Udemy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,10/16/2021,610749,Skill Builders,https://www.udacity.com/course/634,https://n5su3bze2ea.b-cdn.net/brands/8s639cxjitj.png?width=640
Computer Sciences,Operating Systems,English,Udacity,Advanced,26,3.5,9438,Learn Operating Systems with Udemy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,7/3/2023,49920,NextGen Learning,https://www.udemy.com/course/35,https://n5su3bze2ea.b-cdn.net/brands/8s639cxjitj.png?width=640
Computer Sciences,Operating Systems,English,Udemy,Intermediate,46,4.1,3241,Learn Operating Systems with Coursera,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,5/25/2021,668462,Skill Builders,https://www.udemy.com/course/659,https://freelogopng.com/images/all_img/1683006968udemy-icon-png.png
Computer Sciences,Operating Systems,English,Khan Academy,Advanced,6,3.9,9359,Learn Operating Systems with Udacity,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,7/10/2023,854676,Pro Tutors,https://www.udacity.com/course/466,https://images.seeklogo.com/logo-png/39/1/khan-academy-logo-png_seeklogo-394590.png
Computer Sciences,Operating Systems,English,Khan Academy,Beginner,96,2.9,7068,Learn Operating Systems with Udacity,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,6/11/2021,639532,Global Educators,https://www.udacity.com/course/932,https://images.seeklogo.com/logo-png/39/1/khan-academy-logo-png_seeklogo-394590.png
Computer Sciences,Operating Systems,English,Udacity,Advanced,35,1.7,4923,Learn Operating Systems with Khan Academy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,7/6/2020,789047,NextGen Learning,https://www.khanacademy.com/course/163,https://n5su3bze2ea.b-cdn.net/brands/8s639cxjitj.png?width=640
Computer Sciences,Operating Systems,English,Khan Academy,Intermediate,69,2.2,5629,Learn Operating Systems with Udemy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,1/24/2021,345794,Skill Builders,https://www.khanacademy.com/course/462,https://images.seeklogo.com/logo-png/39/1/khan-academy-logo-png_seeklogo-394590.png
Computer Sciences,Operating Systems,English,Udemy,Intermediate,5,4.3,481,Learn Operating Systems with Khan Academy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,6/23/2023,143090,Skill Builders,https://www.coursera.com/course/24,https://freelogopng.com/images/all_img/1683006968udemy-icon-png.png
Computer Sciences,Operating Systems,English,Khan Academy,Beginner,84,4.2,6352,Learn Operating Systems with Udemy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,11/24/2023,720052,Skill Builders,https://www.coursera.com/course/832,https://images.seeklogo.com/logo-png/39/1/khan-academy-logo-png_seeklogo-394590.png
Computer Sciences,Operating Systems,English,Udemy,Advanced,98,3.6,3376,Learn Operating Systems with Udemy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,5/6/2022,355702,NextGen Learning,https://www.udemy.com/course/829,https://freelogopng.com/images/all_img/1683006968udemy-icon-png.png
Computer Sciences,Operating Systems,English,Udemy,Beginner,6,3.5,614,Learn Operating Systems with Udacity,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2/8/2022,523627,Pro Tutors,https://www.udemy.com/course/752,https://freelogopng.com/images/all_img/1683006968udemy-icon-png.png
Computer Sciences,Operating Systems,English,Udemy,Beginner,94,2.7,6213,Learn Operating Systems with Udacity,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,6/25/2023,547018,Skill Builders,https://www.khanacademy.com/course/219,https://freelogopng.com/images/all_img/1683006968udemy-icon-png.png
Computer Sciences,Operating Systems,English,Khan Academy,Advanced,52,3.4,4982,Learn Operating Systems with Coursera,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,6/20/2022,645525,NextGen Learning,https://www.udemy.com/course/690,https://images.seeklogo.com/logo-png/39/1/khan-academy-logo-png_seeklogo-394590.png
Computer Sciences,Operating Systems,English,Khan Academy,Beginner,99,1.5,9169,Learn Operating Systems with Coursera,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,7/6/2020,195027,Skill Builders,https://www.udemy.com/course/563,https://images.seeklogo.com/logo-png/39/1/khan-academy-logo-png_seeklogo-394590.png
Computer Sciences,Operating Systems,English,Udacity,Beginner,22,1.5,380,Learn Operating Systems with Udemy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,12/1/2022,34943,NextGen Learning,https://www.khanacademy.com/course/386,https://n5su3bze2ea.b-cdn.net/brands/8s639cxjitj.png?width=640
Computer Sciences,Operating Systems,English,Udemy,Intermediate,3,1,1952,Learn Operating Systems with Coursera,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,10/3/2020,491687,Global Educators,https://www.udemy.com/course/375,https://freelogopng.com/images/all_img/1683006968udemy-icon-png.png
Computer Sciences,Operating Systems,English,Khan Academy,Beginner,15,4.9,6118,Learn Operating Systems with Udacity,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,1/1/2022,312851,NextGen Learning,https://www.udacity.com/course/469,https://images.seeklogo.com/logo-png/39/1/khan-academy-logo-png_seeklogo-394590.png
Computer Sciences,Operating Systems,English,Udemy,Beginner,29,2.9,7931,Learn Operating Systems with Udemy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,8/15/2023,78554,Skill Builders,https://www.udemy.com/course/225,https://freelogopng.com/images/all_img/1683006968udemy-icon-png.png
Computer Sciences,Operating Systems,English,Coursera,Intermediate,66,1.8,1619,Learn Operating Systems with Udemy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,1/31/2022,714021,NextGen Learning,https://www.udacity.com/course/91,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera.s3.amazonaws.com/media/coursera-rebrand-logo-square.png
Computer Sciences,Operating Systems,English,Khan Academy,Intermediate,21,2.4,5198,Learn Operating Systems with Udemy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,6/17/2021,917423,Global Educators,https://www.udacity.com/course/199,https://images.seeklogo.com/logo-png/39/1/khan-academy-logo-png_seeklogo-394590.png
Computer Sciences,Operating Systems,English,Khan Academy,Advanced,4,3,2573,Learn Operating Systems with Coursera,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,6/3/2021,969401,Pro Tutors,https://www.udacity.com/course/940,https://images.seeklogo.com/logo-png/39/1/khan-academy-logo-png_seeklogo-394590.png
Computer Sciences,Operating Systems,English,Khan Academy,Beginner,56,1.5,7170,Learn Operating Systems with Coursera,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,12/29/2020,446774,Skill Builders,https://www.udemy.com/course/431,https://images.seeklogo.com/logo-png/39/1/khan-academy-logo-png_seeklogo-394590.png
Computer Sciences,Operating Systems,English,Udemy,Advanced,21,1.2,1871,Learn Operating Systems with Udemy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,11/20/2023,687521,Skill Builders,https://www.udacity.com/course/895,https://freelogopng.com/images/all_img/1683006968udemy-icon-png.png
Computer Sciences,Operating Systems,English,Udemy,Beginner,15,2.5,443,Learn Operating Systems with Udemy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,3/10/2021,489232,Pro Tutors,https://www.coursera.com/course/183,https://freelogopng.com/images/all_img/1683006968udemy-icon-png.png
Computer Sciences,Operating Systems,English,Khan Academy,Intermediate,22,1.6,9997,Learn Operating Systems with Udemy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2/13/2022,196539,Skill Builders,https://www.udemy.com/course/2,https://images.seeklogo.com/logo-png/39/1/khan-academy-logo-png_seeklogo-394590.png
Computer Sciences,Operating Systems,English,Udemy,Beginner,34,4.4,844,Learn Operating Systems with Udacity,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,6/30/2021,697972,Skill Builders,https://www.coursera.com/course/708,https://freelogopng.com/images/all_img/1683006968udemy-icon-png.png
Computer Sciences,Operating Systems,English,Udemy,Beginner,12,4.3,2432,Learn Operating Systems with Coursera,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,12/13/2021,280598,Skill Builders,https://www.khanacademy.com/course/167,https://freelogopng.com/images/all_img/1683006968udemy-icon-png.png
Computer Sciences,Operating Systems,English,Khan Academy,Intermediate,22,2,1103,Learn Operating Systems with Udemy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,11/13/2021,721670,Global Educators,https://www.udemy.com/course/122,https://images.seeklogo.com/logo-png/39/1/khan-academy-logo-png_seeklogo-394590.png
Computer Sciences,Operating Systems,English,Udemy,Intermediate,69,3.6,1285,Learn Operating Systems with Udemy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,6/9/2021,434829,Skill Builders,https://www.coursera.com/course/105,https://freelogopng.com/images/all_img/1683006968udemy-icon-png.png
Computer Sciences,Operating Systems,English,Udacity,Beginner,1,1.7,2366,Learn Operating Systems with Udacity,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,11/30/2021,174222,NextGen Learning,https://www.udemy.com/course/987,https://n5su3bze2ea.b-cdn.net/brands/8s639cxjitj.png?width=640
Computer Sciences,Operating Systems,English,Khan Academy,Intermediate,50,1.6,1705,Learn Operating Systems with Udacity,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,5/15/2020,627611,Skill Builders,https://www.khanacademy.com/course/446,https://images.seeklogo.com/logo-png/39/1/khan-academy-logo-png_seeklogo-394590.png
Computer Sciences,Operating Systems,English,Udemy,Intermediate,61,4.8,8655,Learn Operating Systems with Udacity,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,9/1/2020,976777,NextGen Learning,https://www.udemy.com/course/165,https://freelogopng.com/images/all_img/1683006968udemy-icon-png.png
Computer Sciences,Operating Systems,English,Udemy,Beginner,40,1.5,2214,Learn Operating Systems with Coursera,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,4/24/2021,256175,NextGen Learning,https://www.udemy.com/course/974,https://freelogopng.com/images/all_img/1683006968udemy-icon-png.png
Computer Sciences,Operating Systems,English,Udemy,Intermediate,88,4.9,7116,Learn Operating Systems with Coursera,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,6/21/2023,300079,NextGen Learning,https://www.udemy.com/course/257,https://freelogopng.com/images/all_img/1683006968udemy-icon-png.png
Computer Sciences,Operating Systems,English,Udacity,Advanced,49,2.8,7519,Learn Operating Systems with Udemy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,4/19/2022,751557,Global Educators,https://www.coursera.com/course/877,https://n5su3bze2ea.b-cdn.net/brands/8s639cxjitj.png?width=640
Computer Sciences,Operating Systems,English,Udemy,Beginner,69,4,4687,Learn Operating Systems with Coursera,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,6/10/2022,493550,Global Educators,https://www.udacity.com/course/294,https://freelogopng.com/images/all_img/1683006968udemy-icon-png.png
Computer Sciences,Operating Systems,English,Udemy,Advanced,33,1.8,7844,Learn Operating Systems with Udemy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,5/3/2020,837201,NextGen Learning,https://www.udemy.com/course/237,https://freelogopng.com/images/all_img/1683006968udemy-icon-png.png
Computer Sciences,Operating Systems,English,Udemy,Beginner,1,4.2,9454,Learn Operating Systems with Khan Academy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,8/23/2020,799232,Global Educators,https://www.udemy.com/course/165,https://freelogopng.com/images/all_img/1683006968udemy-icon-png.png
Computer Sciences,Operating Systems,English,Coursera,Intermediate,17,1.2,4845,Learn Operating Systems with Udacity,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,5/21/2020,335276,Skill Builders,https://www.udacity.com/course/332,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera.s3.amazonaws.com/media/coursera-rebrand-logo-square.png
Computer Sciences,Operating Systems,English,Khan Academy,Intermediate,66,3.9,7582,Learn Operating Systems with Udemy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,7/5/2023,876228,NextGen Learning,https://www.udacity.com/course/68,https://images.seeklogo.com/logo-png/39/1/khan-academy-logo-png_seeklogo-394590.png
Computer Sciences,Operating Systems,English,Coursera,Advanced,58,1.8,7552,Learn Operating Systems with Udacity,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,5/16/2020,144230,NextGen Learning,https://www.coursera.com/course/961,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera.s3.amazonaws.com/media/coursera-rebrand-logo-square.png
Computer Sciences,Operating Systems,English,Udacity,Beginner,12,2.4,3461,Learn Operating Systems with Udacity,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,5/8/2020,871900,Pro Tutors,https://www.udemy.com/course/508,https://n5su3bze2ea.b-cdn.net/brands/8s639cxjitj.png?width=640
Computer Sciences,Operating Systems,English,Udemy,Advanced,87,4.6,6268,Learn Operating Systems with Udemy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,3/30/2021,571042,Skill Builders,https://www.khanacademy.com/course/453,https://freelogopng.com/images/all_img/1683006968udemy-icon-png.png
Computer Sciences,Operating Systems,English,Khan Academy,Advanced,21,3.8,8787,Learn Operating Systems with Udemy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,4/25/2021,877816,Skill Builders,https://www.udacity.com/course/280,https://images.seeklogo.com/logo-png/39/1/khan-academy-logo-png_seeklogo-394590.png
Computer Sciences,Operating Systems,English,Khan Academy,Intermediate,48,3.4,3481,Learn Operating Systems with Udemy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,5/30/2022,394850,Pro Tutors,https://www.coursera.com/course/421,https://images.seeklogo.com/logo-png/39/1/khan-academy-logo-png_seeklogo-394590.png
Computer Sciences,Operating Systems,English,Khan Academy,Beginner,37,2.9,9987,Learn Operating Systems with Coursera,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2/14/2020,211452,Pro Tutors,https://www.coursera.com/course/134,https://images.seeklogo.com/logo-png/39/1/khan-academy-logo-png_seeklogo-394590.png
Computer Sciences,Operating Systems,English,Udacity,Beginner,73,2.7,7712,Learn Operating Systems with Coursera,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,5/19/2021,182137,Global Educators,https://www.coursera.com/course/506,https://n5su3bze2ea.b-cdn.net/brands/8s639cxjitj.png?width=640
Computer Sciences,Operating Systems,English,Udemy,Advanced,16,1.9,5750,Learn Operating Systems with Coursera,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,7/29/2023,637812,NextGen Learning,https://www.udacity.com/course/348,https://freelogopng.com/images/all_img/1683006968udemy-icon-png.png
Computer Sciences,Operating Systems,English,Udacity,Beginner,80,2.3,7448,Learn Operating Systems with Coursera,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2/26/2022,920474,NextGen Learning,https://www.udemy.com/course/133,https://n5su3bze2ea.b-cdn.net/brands/8s639cxjitj.png?width=640
Computer Sciences,Operating Systems,English,Udacity,Beginner,31,4,4640,Learn Operating Systems with Udemy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,8/14/2022,303387,Pro Tutors,https://www.coursera.com/course/641,https://n5su3bze2ea.b-cdn.net/brands/8s639cxjitj.png?width=640
Computer Sciences,Operating Systems,English,Coursera,Intermediate,53,2.7,2667,Learn Operating Systems with Udemy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,4/23/2023,166305,NextGen Learning,https://www.khanacademy.com/course/845,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera.s3.amazonaws.com/media/coursera-rebrand-logo-square.png
Computer Sciences,Operating Systems,English,Coursera,Intermediate,70,2,8308,Learn Operating Systems with Udacity,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,10/4/2020,293642,NextGen Learning,https://www.udemy.com/course/74,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera.s3.amazonaws.com/media/coursera-rebrand-logo-square.png
Computer Sciences,Operating Systems,English,Khan Academy,Advanced,53,4.6,2521,Learn Operating Systems with Khan Academy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,4/11/2022,355419,Global Educators,https://www.udacity.com/course/220,https://images.seeklogo.com/logo-png/39/1/khan-academy-logo-png_seeklogo-394590.png
Computer Sciences,Operating Systems,English,Udemy,Intermediate,37,3.7,969,Learn Operating Systems with Udemy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,1/25/2023,996325,Global Educators,https://www.udacity.com/course/481,https://freelogopng.com/images/all_img/1683006968udemy-icon-png.png
Computer Sciences,Operating Systems,English,Udemy,Advanced,27,4.7,5565,Learn Operating Systems with Udacity,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,5/13/2020,304053,Pro Tutors,https://www.udemy.com/course/873,https://freelogopng.com/images/all_img/1683006968udemy-icon-png.png
Computer Sciences,Operating Systems,English,Khan Academy,Advanced,27,1.9,7697,Learn Operating Systems with Udemy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,9/19/2023,22355,Skill Builders,https://www.coursera.com/course/265,https://images.seeklogo.com/logo-png/39/1/khan-academy-logo-png_seeklogo-394590.png
Computer Sciences,Operating Systems,English,Udemy,Beginner,83,1.1,4379,Learn Operating Systems with Khan Academy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,1/1/2021,193727,Skill Builders,https://www.coursera.com/course/628,https://freelogopng.com/images/all_img/1683006968udemy-icon-png.png
Computer Sciences,Operating Systems,English,Udemy,Intermediate,24,3.6,5236,Learn Operating Systems with Khan Academy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2/8/2021,72936,Pro Tutors,https://www.khanacademy.com/course/95,https://freelogopng.com/images/all_img/1683006968udemy-icon-png.png
